state,month,count
Assam,2025-04-09,5194
Assam,2025-04-11,1187
Assam,2025-04-12,3734
Assam,2025-05-09,4095
Assam,2025-05-11,2790
Assam,2025-06-09,3666
Assam,2025-06-11,1351
Assam,2025-07-09,1206
Assam,2025-08-09,2824
Assam,2025-08-11,1443
Assam,2025-08-12,4864
Assam,2025-09-09,4032
Assam,2025-09-11,932
Assam,2025-09-12,3587
Assam,2025-10-09,5541
Assam,2025-10-11,2434
Assam,2025-10-12,2037
Assam,2025-11-09,1759
Assam,2025-11-11,1211
Assam,2025-12-09,1233
Assam,2025-12-12,3544
Bihar,2025-01-03,409929
Bihar,2025-01-04,7650
Bihar,2025-01-05,5096
Bihar,2025-01-07,5924
Bihar,2025-01-09,28534
Bihar,2025-01-11,11323
Bihar,2025-01-12,6483
Bihar,2025-02-09,22079
Bihar,2025-02-11,3368
Bihar,2025-02-12,7622
Bihar,2025-03-09,31870
Bihar,2025-03-11,9242
Bihar,2025-04-09,33666
Bihar,2025-04-12,16208
Bihar,2025-05-09,19418
Bihar,2025-05-11,15018
Bihar,2025-06-09,24868
Bihar,2025-06-11,7230
Bihar,2025-07-09,12503
Bihar,2025-08-09,30595
Bihar,2025-08-11,8232
Bihar,2025-08-12,16448
Bihar,2025-09-09,38172
Bihar,2025-09-11,5135
Bihar,2025-09-12,16294
Bihar,2025-10-09,44495
Bihar,2025-10-11,12230
Bihar,2025-10-12,7480
Bihar,2025-11-09,13158
Bihar,2025-11-11,6049
Bihar,2025-12-09,13677
Bihar,2025-12-12,15726
Chandigarh,2025-01-03,2942
Chandigarh,2025-01-04,6663
Chandigarh,2025-01-05,5182
Chandigarh,2025-01-06,3326
Chandigarh,2025-01-07,5024
Chandigarh,2025-01-09,78
Chandigarh,2025-01-11,91
Chandigarh,2025-02-09,99
Chandigarh,2025-02-11,33
Chandigarh,2025-03-09,155
Chandigarh,2025-03-11,98
Chandigarh,2025-04-09,180
Chandigarh,2025-04-12,42
Chandigarh,2025-05-09,98
Chandigarh,2025-05-11,106
Chandigarh,2025-06-09,79
Chandigarh,2025-06-11,60
Chandigarh,2025-07-09,49
Chandigarh,2025-08-09,123
Chandigarh,2025-08-11,34
Chandigarh,2025-08-12,310
Chandigarh,2025-09-09,193
Chandigarh,2025-09-11,16
Chandigarh,2025-09-12,32
Chandigarh,2025-10-09,119
Chandigarh,2025-10-11,38
Chandigarh,2025-10-12,9
Chandigarh,2025-11-09,27
Chandigarh,2025-11-11,8
Chandigarh,2025-12-09,142
Chandigarh,2025-12-12,180
Chhatisgarh,2025-04-12,2
Chhattisgarh,2025-01-03,101768
Chhattisgarh,2025-01-04,22116
Chhattisgarh,2025-01-05,26586
Chhattisgarh,2025-01-06,146870
Chhattisgarh,2025-01-07,66052
Chhattisgarh,2025-01-09,5259
Chhattisgarh,2025-01-11,1718
Chhattisgarh,2025-02-09,4500
Chhattisgarh,2025-02-11,551
Chhattisgarh,2025-03-09,4459
Chhattisgarh,2025-03-11,1274
Chhattisgarh,2025-03-12,991
Chhattisgarh,2025-04-09,5424
Chhattisgarh,2025-04-12,7176
Chhattisgarh,2025-05-09,1298
Chhattisgarh,2025-05-11,1876
Chhattisgarh,2025-06-09,3574
Chhattisgarh,2025-06-11,2399
Chhattisgarh,2025-07-09,689
Chhattisgarh,2025-08-09,6530
Chhattisgarh,2025-08-11,1866
Chhattisgarh,2025-08-12,10658
Chhattisgarh,2025-09-09,4973
Chhattisgarh,2025-09-11,671
Chhattisgarh,2025-09-12,9148
Chhattisgarh,2025-10-09,4927
Chhattisgarh,2025-10-11,3836
Chhattisgarh,2025-10-12,3636
Chhattisgarh,2025-11-09,1918
Chhattisgarh,2025-11-11,1516
Chhattisgarh,2025-12-09,2458
Chhattisgarh,2025-12-12,6866
Dadra & Nagar Haveli,2025-02-09,3
Dadra & Nagar Haveli,2025-03-09,3
Dadra & Nagar Haveli,2025-04-09,4
Dadra & Nagar Haveli,2025-08-09,1
Dadra & Nagar Haveli,2025-08-12,4
Dadra & Nagar Haveli,2025-09-09,2
Dadra & Nagar Haveli,2025-10-09,3
Dadra & Nagar Haveli,2025-10-11,2
Dadra and Nagar Haveli,2025-01-09,5
Dadra and Nagar Haveli,2025-01-11,4
Dadra and Nagar Haveli,2025-02-09,15
Dadra and Nagar Haveli,2025-03-12,50
Dadra and Nagar Haveli,2025-04-09,76
Dadra and Nagar Haveli,2025-04-12,18
Dadra and Nagar Haveli,2025-05-09,23
Dadra and Nagar Haveli,2025-05-11,16
Dadra and Nagar Haveli,2025-06-09,52
Dadra and Nagar Haveli,2025-07-09,1
Dadra and Nagar Haveli,2025-08-09,21
Dadra and Nagar Haveli,2025-08-12,92
Dadra and Nagar Haveli,2025-09-09,12
Dadra and Nagar Haveli,2025-09-11,19
Dadra and Nagar Haveli,2025-10-09,15
Dadra and Nagar Haveli,2025-10-11,18
Dadra and Nagar Haveli,2025-11-09,8
Dadra and Nagar Haveli,2025-11-11,1
Dadra and Nagar Haveli,2025-12-12,66
Dadra and Nagar Haveli and Daman and Diu,2025-01-03,126
Dadra and Nagar Haveli and Daman and Diu,2025-01-09,4
Dadra and Nagar Haveli and Daman and Diu,2025-02-09,44
Dadra and Nagar Haveli and Daman and Diu,2025-02-11,1
Dadra and Nagar Haveli and Daman and Diu,2025-03-09,3
Dadra and Nagar Haveli and Daman and Diu,2025-03-12,15
Dadra and Nagar Haveli and Daman and Diu,2025-04-09,31
Dadra and Nagar Haveli and Daman and Diu,2025-04-12,22
Dadra and Nagar Haveli and Daman and Diu,2025-05-09,3
Dadra and Nagar Haveli and Daman and Diu,2025-05-11,2
Dadra and Nagar Haveli and Daman and Diu,2025-06-09,12
Dadra and Nagar Haveli and Daman and Diu,2025-06-11,2
Dadra and Nagar Haveli and Daman and Diu,2025-08-09,3
Dadra and Nagar Haveli and Daman and Diu,2025-08-11,1
Dadra and Nagar Haveli and Daman and Diu,2025-08-12,12
Dadra and Nagar Haveli and Daman and Diu,2025-09-09,32
Dadra and Nagar Haveli and Daman and Diu,2025-09-11,1
Dadra and Nagar Haveli and Daman and Diu,2025-10-09,33
Dadra and Nagar Haveli and Daman and Diu,2025-11-11,13
Dadra and Nagar Haveli and Daman and Diu,2025-12-12,2
Daman & Diu,2025-01-11,3
Daman & Diu,2025-02-09,11
Daman & Diu,2025-03-12,1
Daman & Diu,2025-04-09,4
Daman & Diu,2025-04-12,4
Daman & Diu,2025-06-09,1
Daman & Diu,2025-06-11,4
Daman & Diu,2025-08-09,2
Daman & Diu,2025-09-09,2
Daman & Diu,2025-10-09,4
Daman & Diu,2025-12-12,4
Daman and Diu,2025-01-03,204
Daman and Diu,2025-01-09,2
Daman and Diu,2025-01-11,5
Daman and Diu,2025-02-09,2
Daman and Diu,2025-03-09,7
Daman and Diu,2025-03-12,8
Daman and Diu,2025-04-09,18
Daman and Diu,2025-05-09,1
Daman and Diu,2025-05-11,15
Daman and Diu,2025-06-09,1
Daman and Diu,2025-06-11,3
Daman and Diu,2025-08-09,11
Daman and Diu,2025-08-11,1
Daman and Diu,2025-08-12,16
Daman and Diu,2025-09-09,13
Daman and Diu,2025-09-11,3
Daman and Diu,2025-10-09,1
Daman and Diu,2025-10-11,12
Daman and Diu,2025-12-09,12
Delhi,2025-01-03,133052
Delhi,2025-01-04,131650
Delhi,2025-01-05,42953
Delhi,2025-01-06,47431
Delhi,2025-01-07,95586
Delhi,2025-01-09,2192
Delhi,2025-01-11,643
Delhi,2025-02-09,1876
Delhi,2025-02-11,635
Delhi,2025-03-09,1291
Delhi,2025-03-12,1333
Delhi,2025-04-09,2340
Delhi,2025-04-12,3046
Delhi,2025-05-09,1137
Delhi,2025-05-11,1044
Delhi,2025-06-09,1947
Delhi,2025-06-11,1163
Delhi,2025-07-09,956
Delhi,2025-08-09,1862
Delhi,2025-08-11,525
Delhi,2025-08-12,2480
Delhi,2025-09-09,2075
Delhi,2025-09-11,565
Delhi,2025-09-12,1766
Delhi,2025-10-09,1835
Delhi,2025-10-11,1458
Delhi,2025-11-09,1048
Delhi,2025-11-11,969
Delhi,2025-12-09,1373
Delhi,2025-12-12,1576
Goa,2025-01-03,2462
Goa,2025-01-09,160
Goa,2025-01-11,28
Goa,2025-02-09,116
Goa,2025-02-11,17
Goa,2025-03-09,131
Goa,2025-03-12,47
Goa,2025-04-09,140
Goa,2025-04-12,178
Goa,2025-05-09,88
Goa,2025-05-11,78
Goa,2025-06-09,100
Goa,2025-06-11,80
Goa,2025-07-09,10
Goa,2025-08-09,208
Goa,2025-08-11,44
Goa,2025-08-12,162
Goa,2025-09-09,221
Goa,2025-09-11,29
Goa,2025-09-12,180
Goa,2025-10-09,136
Goa,2025-10-11,122
Goa,2025-11-09,80
Goa,2025-11-11,64
Goa,2025-12-09,158
Goa,2025-12-12,172
Gujarat,2025-01-03,175199
Gujarat,2025-01-04,21111
Gujarat,2025-01-05,62837
Gujarat,2025-01-06,29439
Gujarat,2025-01-07,36025
Gujarat,2025-01-09,4345
Gujarat,2025-01-11,1865
Gujarat,2025-02-09,6030
Gujarat,2025-02-11,643
Gujarat,2025-03-09,5546
Gujarat,2025-03-12,3953
Gujarat,2025-04-09,6795
Gujarat,2025-04-12,4886
Gujarat,2025-05-09,1695
Gujarat,2025-05-11,2719
Gujarat,2025-06-09,3689
Gujarat,2025-06-11,4909
Gujarat,2025-07-09,654
Gujarat,2025-08-09,5557
Gujarat,2025-08-11,2314
Gujarat,2025-08-12,5296
Gujarat,2025-09-09,6439
Gujarat,2025-09-11,981
Gujarat,2025-09-12,2985
Gujarat,2025-10-09,7457
Gujarat,2025-10-11,5102
Gujarat,2025-11-09,5030
Gujarat,2025-11-11,1688
Gujarat,2025-12-09,8292
Gujarat,2025-12-12,6140
Haryana,2025-01-03,68826
Haryana,2025-01-04,59262
Haryana,2025-01-05,38992
Haryana,2025-01-06,37184
Haryana,2025-01-07,33186
Haryana,2025-01-09,2201
Haryana,2025-01-11,974
Haryana,2025-02-09,2093
Haryana,2025-02-11,510
Haryana,2025-03-09,2193
Haryana,2025-03-12,1227
Haryana,2025-04-09,2092
Haryana,2025-04-12,2522
Haryana,2025-05-09,2039
Haryana,2025-05-11,1304
Haryana,2025-06-09,1902
Haryana,2025-06-11,4654
Haryana,2025-07-09,593
Haryana,2025-08-09,1771
Haryana,2025-08-11,881
Haryana,2025-08-12,2386
Haryana,2025-09-09,2191
Haryana,2025-09-11,584
Haryana,2025-09-12,1420
Haryana,2025-10-09,3519
Haryana,2025-10-11,2054
Haryana,2025-11-09,2451
Haryana,2025-11-11,978
Haryana,2025-12-09,3416
Haryana,2025-12-12,3144
Himachal Pradesh,2025-01-03,9783
Himachal Pradesh,2025-01-04,1104
Himachal Pradesh,2025-01-05,242
Himachal Pradesh,2025-01-06,820
Himachal Pradesh,2025-01-07,827
Himachal Pradesh,2025-01-09,801
Himachal Pradesh,2025-01-11,227
Himachal Pradesh,2025-02-09,543
Himachal Pradesh,2025-02-11,86
Himachal Pradesh,2025-03-09,483
Himachal Pradesh,2025-03-12,193
Himachal Pradesh,2025-04-09,699
Himachal Pradesh,2025-04-12,388
Himachal Pradesh,2025-05-09,746
Himachal Pradesh,2025-05-11,130
Himachal Pradesh,2025-06-09,899
Himachal Pradesh,2025-06-11,642
Himachal Pradesh,2025-07-09,107
Himachal Pradesh,2025-08-09,787
Himachal Pradesh,2025-08-11,127
Himachal Pradesh,2025-08-12,466
Himachal Pradesh,2025-09-09,1136
Himachal Pradesh,2025-09-11,70
Himachal Pradesh,2025-09-12,268
Himachal Pradesh,2025-10-09,1477
Himachal Pradesh,2025-10-11,564
Himachal Pradesh,2025-11-09,987
Himachal Pradesh,2025-11-11,183
Himachal Pradesh,2025-12-09,1340
Himachal Pradesh,2025-12-12,562
Jammu & Kashmir,2025-01-09,2
Jammu & Kashmir,2025-01-11,1
Jammu & Kashmir,2025-02-09,1
Jammu & Kashmir,2025-03-09,2
Jammu & Kashmir,2025-04-09,4
Jammu & Kashmir,2025-04-12,4
Jammu & Kashmir,2025-05-09,1
Jammu & Kashmir,2025-06-09,3
Jammu & Kashmir,2025-06-11,2
Jammu & Kashmir,2025-08-09,1
Jammu & Kashmir,2025-08-11,1
Jammu & Kashmir,2025-08-12,6
Jammu & Kashmir,2025-09-12,1
Jammu & Kashmir,2025-10-09,4
Jammu & Kashmir,2025-10-11,4
Jammu & Kashmir,2025-11-09,4
Jammu & Kashmir,2025-12-09,1
Jammu and Kashmir,2025-01-03,36115
Jammu and Kashmir,2025-01-04,18100
Jammu and Kashmir,2025-01-05,8907
Jammu and Kashmir,2025-01-06,4769
Jammu and Kashmir,2025-01-07,9138
Jammu and Kashmir,2025-01-09,1345
Jammu and Kashmir,2025-01-11,564
Jammu and Kashmir,2025-02-09,1120
Jammu and Kashmir,2025-02-11,137
Jammu and Kashmir,2025-03-09,399
Jammu and Kashmir,2025-03-12,555
Jammu and Kashmir,2025-04-09,815
Jammu and Kashmir,2025-04-12,1688
Jammu and Kashmir,2025-05-09,460
Jammu and Kashmir,2025-05-11,487
Jammu and Kashmir,2025-06-09,924
Jammu and Kashmir,2025-06-11,1744
Jammu and Kashmir,2025-07-09,127
Jammu and Kashmir,2025-08-09,1461
Jammu and Kashmir,2025-08-11,115
Jammu and Kashmir,2025-08-12,1172
Jammu and Kashmir,2025-09-09,1549
Jammu and Kashmir,2025-09-11,173
Jammu and Kashmir,2025-09-12,556
Jammu and Kashmir,2025-10-09,1625
Jammu and Kashmir,2025-10-11,984
Jammu and Kashmir,2025-11-09,891
Jammu and Kashmir,2025-11-11,352
Jammu and Kashmir,2025-12-09,555
Jammu and Kashmir,2025-12-12,1212
Jharkhand,2025-01-03,203468
Jharkhand,2025-01-09,8552
Jharkhand,2025-01-11,3124
Jharkhand,2025-02-09,5689
Jharkhand,2025-02-11,545
Jharkhand,2025-03-09,3153
Jharkhand,2025-03-12,1901
Jharkhand,2025-04-09,1575
Jharkhand,2025-04-12,4262
Jharkhand,2025-05-09,1707
Jharkhand,2025-05-11,1680
Jharkhand,2025-06-09,4135
Jharkhand,2025-06-11,5386
Jharkhand,2025-07-09,1106
Jharkhand,2025-07-12,708
Jharkhand,2025-08-09,10509
Jharkhand,2025-08-12,5950
Jharkhand,2025-09-09,7005
Jharkhand,2025-09-11,867
Jharkhand,2025-09-12,435
Jharkhand,2025-10-09,8231
Jharkhand,2025-10-11,4624
Jharkhand,2025-11-09,5055
Jharkhand,2025-11-11,1981
Jharkhand,2025-12-09,8631
Jharkhand,2025-12-12,5078
Karnataka,2025-01-03,142442
Karnataka,2025-01-04,27633
Karnataka,2025-01-05,47103
Karnataka,2025-01-06,32256
Karnataka,2025-01-07,27302
Karnataka,2025-01-09,5501
Karnataka,2025-01-11,2244
Karnataka,2025-02-09,5055
Karnataka,2025-02-11,678
Karnataka,2025-03-09,4336
Karnataka,2025-03-12,4902
Karnataka,2025-04-09,2153
Karnataka,2025-04-11,2427
Karnataka,2025-04-12,5054
Karnataka,2025-05-09,1891
Karnataka,2025-05-11,2619
Karnataka,2025-05-12,242
Karnataka,2025-06-09,5343
Karnataka,2025-06-11,6868
Karnataka,2025-06-12,348
Karnataka,2025-07-09,1012
Karnataka,2025-07-11,1971
Karnataka,2025-07-12,1966
Karnataka,2025-08-09,8465
Karnataka,2025-08-12,7102
Karnataka,2025-09-09,6136
Karnataka,2025-09-11,1059
Karnataka,2025-10-09,6032
Karnataka,2025-10-11,3792
Karnataka,2025-11-09,5191
Karnataka,2025-11-11,2453
Karnataka,2025-12-09,7200
Karnataka,2025-12-12,5472
Kerala,2025-01-03,34596
Kerala,2025-01-09,2925
Kerala,2025-01-11,2258
Kerala,2025-02-09,2809
Kerala,2025-02-11,507
Kerala,2025-03-09,2366
Kerala,2025-03-12,4798
Kerala,2025-04-09,316
Kerala,2025-04-11,1911
Kerala,2025-04-12,4516
Kerala,2025-05-09,47
Kerala,2025-05-11,3194
Kerala,2025-05-12,1643
Kerala,2025-06-09,265
Kerala,2025-06-11,2821
Kerala,2025-06-12,2091
Kerala,2025-07-09,26
Kerala,2025-07-11,1983
Kerala,2025-07-12,987
Kerala,2025-08-09,5533
Kerala,2025-08-12,4792
Kerala,2025-09-09,3486
Kerala,2025-09-11,518
Kerala,2025-10-09,3248
Kerala,2025-10-11,1534
Kerala,2025-11-09,3193
Kerala,2025-11-11,1314
Kerala,2025-11-12,678
Kerala,2025-12-09,4583
Kerala,2025-12-12,3598
Ladakh,2025-01-03,709
Ladakh,2025-01-09,4
Ladakh,2025-01-11,6
Ladakh,2025-02-09,14
Ladakh,2025-02-11,1
Ladakh,2025-03-09,8
Ladakh,2025-03-12,44
Ladakh,2025-04-09,4
Ladakh,2025-04-11,5
Ladakh,2025-05-09,3
Ladakh,2025-05-11,14
Ladakh,2025-05-12,26
Ladakh,2025-06-09,4
Ladakh,2025-06-11,10
Ladakh,2025-06-12,24
Ladakh,2025-07-09,3
Ladakh,2025-07-11,14
Ladakh,2025-07-12,2
Ladakh,2025-08-09,13
Ladakh,2025-08-12,32
Ladakh,2025-09-09,25
Ladakh,2025-09-11,9
Ladakh,2025-10-09,5
Ladakh,2025-11-09,17
Ladakh,2025-11-11,5
Ladakh,2025-11-12,1
Ladakh,2025-12-09,29
Ladakh,2025-12-12,32
Lakshadweep,2025-01-09,4
Lakshadweep,2025-01-11,2
Lakshadweep,2025-02-09,9
Lakshadweep,2025-02-11,2
Lakshadweep,2025-03-09,6
Lakshadweep,2025-03-12,14
Lakshadweep,2025-05-11,2
Lakshadweep,2025-06-09,6
Lakshadweep,2025-06-11,6
Lakshadweep,2025-06-12,2
Lakshadweep,2025-07-11,6
Lakshadweep,2025-07-12,3
Lakshadweep,2025-08-09,16
Lakshadweep,2025-08-12,10
Lakshadweep,2025-09-09,3
Lakshadweep,2025-10-09,12
Lakshadweep,2025-10-11,2
Lakshadweep,2025-11-09,3
Lakshadweep,2025-11-12,2
Lakshadweep,2025-12-09,4
Lakshadweep,2025-12-12,2
Madhya Pradesh,2025-01-03,231673
Madhya Pradesh,2025-01-04,74179
Madhya Pradesh,2025-01-05,116719
Madhya Pradesh,2025-01-06,75021
Madhya Pradesh,2025-01-07,105375
Madhya Pradesh,2025-01-09,3927
Madhya Pradesh,2025-01-11,3752
Madhya Pradesh,2025-02-09,7699
Madhya Pradesh,2025-02-11,1510
Madhya Pradesh,2025-03-09,6822
Madhya Pradesh,2025-03-12,7754
Madhya Pradesh,2025-04-09,7556
Madhya Pradesh,2025-04-11,2800
Madhya Pradesh,2025-04-12,5338
Madhya Pradesh,2025-05-09,2893
Madhya Pradesh,2025-05-11,4780
Madhya Pradesh,2025-05-12,3472
Madhya Pradesh,2025-06-09,2857
Madhya Pradesh,2025-06-11,4717
Madhya Pradesh,2025-06-12,2987
Madhya Pradesh,2025-07-09,850
Madhya Pradesh,2025-07-11,8368
Madhya Pradesh,2025-07-12,1774
Madhya Pradesh,2025-08-09,14524
Madhya Pradesh,2025-08-12,8022
Madhya Pradesh,2025-09-09,9101
Madhya Pradesh,2025-09-11,1552
Madhya Pradesh,2025-10-09,9511
Madhya Pradesh,2025-10-11,2775
Madhya Pradesh,2025-11-09,7824
Madhya Pradesh,2025-11-11,2851
Madhya Pradesh,2025-11-12,3723
Madhya Pradesh,2025-12-09,12061
Madhya Pradesh,2025-12-12,7286
Maharashtra,2025-01-03,262395
Maharashtra,2025-01-04,24988
Maharashtra,2025-01-05,33799
Maharashtra,2025-01-06,41493
Maharashtra,2025-01-07,58724
Maharashtra,2025-01-09,5814
Maharashtra,2025-01-11,17688
Maharashtra,2025-02-09,7377
Maharashtra,2025-02-11,2742
Maharashtra,2025-03-09,8076
Maharashtra,2025-03-11,14434
Maharashtra,2025-03-12,15618
Maharashtra,2025-04-09,8720
Maharashtra,2025-04-11,21377
Maharashtra,2025-04-12,15996
Maharashtra,2025-05-09,4309
Maharashtra,2025-05-11,17970
Maharashtra,2025-06-09,1945
Maharashtra,2025-06-11,20600
Maharashtra,2025-06-12,8448
Maharashtra,2025-07-09,1092
Maharashtra,2025-07-11,24579
Maharashtra,2025-08-09,10264
Maharashtra,2025-08-12,17944
Maharashtra,2025-09-09,9922
Maharashtra,2025-09-11,2737
Maharashtra,2025-10-09,12212
Maharashtra,2025-10-11,22225
Maharashtra,2025-11-09,8837
Maharashtra,2025-11-11,20531
Maharashtra,2025-11-12,15692
Maharashtra,2025-12-09,13666
Maharashtra,2025-12-12,14686
Manipur,2025-01-03,10390
Manipur,2025-01-09,381
Manipur,2025-01-11,2788
Manipur,2025-02-09,780
Manipur,2025-02-11,1234
Manipur,2025-03-09,527
Manipur,2025-03-11,1659
Manipur,2025-03-12,942
Manipur,2025-04-09,313
Manipur,2025-04-11,732
Manipur,2025-04-12,834
Manipur,2025-05-09,655
Manipur,2025-05-11,2440
Manipur,2025-06-09,779
Manipur,2025-06-11,1065
Manipur,2025-06-12,306
Manipur,2025-07-09,205
Manipur,2025-08-09,719
Manipur,2025-08-12,438
Manipur,2025-09-09,470
Manipur,2025-09-11,627
Manipur,2025-10-09,903
Manipur,2025-10-11,2235
Manipur,2025-11-09,567
Manipur,2025-11-11,1390
Manipur,2025-11-12,404
Manipur,2025-12-09,748
Manipur,2025-12-12,688
Meghalaya,2025-01-03,12195
Meghalaya,2025-01-09,639
Meghalaya,2025-01-11,160
Meghalaya,2025-02-09,438
Meghalaya,2025-02-11,17
Meghalaya,2025-03-09,356
Meghalaya,2025-03-11,135
Meghalaya,2025-03-12,256
Meghalaya,2025-04-09,529
Meghalaya,2025-04-11,117
Meghalaya,2025-04-12,274
Meghalaya,2025-05-09,653
Meghalaya,2025-05-11,338
Meghalaya,2025-06-09,57
Meghalaya,2025-06-11,136
Meghalaya,2025-06-12,58
Meghalaya,2025-07-09,10
Meghalaya,2025-08-09,441
Meghalaya,2025-08-12,292
Meghalaya,2025-09-09,482
Meghalaya,2025-09-11,7
Meghalaya,2025-10-09,902
Meghalaya,2025-10-11,131
Meghalaya,2025-11-09,436
Meghalaya,2025-11-11,90
